amount_usd,amount_src,fee,exchange_rate_src_to_dest,new_device,location_mismatch,ip_risk_score,account_age_days,device_trust_score,chargeback_history(count),risk_score(internal),txn_velocity_1h,txn_velocity_24h,corridor_risk,transaction_year,home_country_CA,home_country_UK,home_country_US,source_currency_CAD,source_currency_GBP,source_currency_USD,dest_currency_CAD,dest_currency_CNY,dest_currency_EUR,dest_currency_GBP,dest_currency_INR,dest_currency_MXN,dest_currency_NGN,dest_currency_PHP,dest_currency_USD,channel_ATM,channel_mobile,channel_web,ip_country_CA,ip_country_UK,ip_country_UNKNOWN_MISMATCH,ip_country_US,kyc_tier_enhanced,kyc_tier_low,kyc_tier_standard,is_fraud
628.0177875912934,628.0177875912934,10.373861772872598,17.241379,1,0,0.9854495900319716,22,0.1676626315420627,1,0.46727645425480285,6,9,0.2,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
973.4283672620601,973.4283672620601,15.012575508930901,11.160740653333693,0,0,1.0,53,0.3703356921946972,1,0.47795560056279923,3,4,0.07957369708822132,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1350.9981308645363,1080.7973838195512,17.156591857110065,1388.888889,0,1,0.9094498240106216,45,0.16834113475032078,1,0.5711991016508768,7,8,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
253.04953433558313,341.9537464380263,5.922498300218657,0.685185,0,1,0.9487141059150137,21,0.058790414746647625,0,0.805513561984984,4,6,0.0,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
759.3806560990084,759.3806560990084,12.431796201082703,1111.111111,0,0,1.0,16,0.2314139629258385,1,0.5955158623844867,5,6,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
315.14213719342007,252.11832170555138,5.0662706549116585,1388.888889,0,1,0.9882462213310397,54,0.22277346181892033,0,0.5066172239161858,5,8,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
541.0190140952889,541.0190140952889,9.479411040956954,1111.111111,1,0,1.0,40,0.2013530063138742,0,0.5314504894491333,5,6,0.11274539960126947,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2855.607119739882,2284.4865768994778,35.14827632108727,11.8031488752974,0,1,1.0,198,0.1369207383815685,1,0.5247179694506866,6,8,0.0,2025,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
502.85255362661917,502.85255362661917,9.069527209609234,12.73618358990142,1,1,0.8676333157200155,20,0.27400934410600974,1,0.8197201751097498,5,8,0.11077515283724533,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1849.7331621734415,1849.7331621734415,28.31719140364143,22.10304195449553,0,0,1.0,11,0.3374304386015936,1,0.5078504210342631,3,4,0.18830829345164807,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
386.2975588101446,386.2975588101446,6.0461118336760045,1111.111111,1,1,1.0,9,0.175474760612291,0,0.6288845962440127,4,7,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
411.1732509266922,328.93877334477224,5.194876888820628,1388.888889,1,1,0.9607109734986288,13,0.1823547683861764,0,0.38528783754251383,4,6,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
139.32017062140488,111.45955979279236,3.003497156309919,16.25615237487454,0,0,0.14978522787170978,4,0.7806505649729832,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
504.6618460676139,403.72683801244733,6.5451362904075765,83.31558917246348,0,1,0.8734122728709934,56,0.2597989884846031,1,0.51056984602792,3,5,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
167.81368527007234,167.81368527007234,3.4108818035239747,7.255390596363847,0,0,0.42573144995901113,124,0.43429911205826516,0,0.49383543590905354,1,2,0.07703028907045206,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391.92042948304163,391.92042948304163,6.739204252334958,58.823529,0,0,1.0,8,0.24419785966736804,0,0.597741885220426,6,7,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
941.795995534734,753.4369641569191,11.788837653377929,12.34901806174329,0,0,0.7755998015437322,11,0.7128913804805888,0,0.5227025424126908,6,6,0.0,2022,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
238.92457947407726,322.8740432843264,5.518520201344946,1.0,0,0,0.8855649968993321,17,0.2758116551363177,0,0.6218788673137546,3,5,0.0,2025,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1608.9514505764616,1608.9514505764616,25.735181549821785,0.8092615313613837,0,1,1.0,3,0.18267707333749872,0,0.3674504427940528,7,8,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203.03235879939942,162.42475529542526,3.4066164763863283,1.5591914032357268,0,0,0.30118653934378714,4,0.892,0,0.407,0,0,0.0,2023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
606.7425785653965,606.7425785653965,10.070225472494803,65.80001449211909,1,1,0.9615317024652015,15,0.22885392182150283,0,0.5409196477974467,6,8,0.07153593928323909,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1654.4531081617986,1323.5661399391606,20.45389225677189,8.928571,0,1,1.0,24,0.09973008682744662,1,0.5365851042671079,6,8,0.0,2025,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1021.7954572817919,817.4365774318708,13.315290160935252,12.4748558722308,1,1,0.9413924294086322,18,0.04388393562589897,0,0.7250785544978425,6,8,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
123.72376258893289,161.8810854171299,3.860416059962495,13.499308464741134,0,0,0.7814852966137387,167,0.8264739998535333,0,0.23072421826703515,0,0,0.033046060694828266,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
406.9587222064237,406.9587222064237,7.371582879422261,1111.111111,1,1,1.0,49,0.07673369646219126,0,0.7072757984095313,5,7,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1061.8354589510577,1061.8354589510577,17.199741066662604,55.249090423927974,0,1,0.9862462577771586,25,0.14128976355696418,0,0.7831403911110725,7,10,0.017192177778551754,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175.46235981290934,140.37216519869907,2.8387514789073105,104.166667,0,0,0.37373974679774613,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1319.9361631238078,1055.9471753355688,16.66427711316102,1388.888889,0,1,0.8106740530355023,8,0.1773037878579908,0,0.8030110795532535,7,8,0.22,2025,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
373.50110964121876,298.80019130777634,5.4345106230959415,6.42613469070198,0,0,0.2746407710346488,4,0.892,0,0.407,0,0,0.0,2023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
581.3131792560464,581.3131792560464,9.459761494637528,14.737295958510252,0,0,0.944129628686272,23,0.2038779443698706,0,0.5852393411530092,5,7,0.16930415549614533,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
604.9777351375254,604.9777351375254,10.313205808722103,41.10703732754935,1,1,0.929270938965518,21,0.2101054791480737,0,0.44562358188640827,6,7,0.142606002028396,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
121.82011619448498,97.45381749884518,2.2686227162859667,1.157407,0,0,0.3690600483417462,4,0.7626592557104984,0,0.407,0,0,0.05,2024,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9679.016502923752,10523.128953217005,159.5481988781965,284.1949050941822,0,1,0.6512126672432792,241,0.4861167597575932,0,0.3197760115628547,1,2,0.0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
47.47292276777943,37.977881413056856,0.8129825636094281,1.406988943455506,0,0,0.3155845535558858,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
391.31489539659145,313.0464887083382,4.923849627711467,1388.888889,0,0,0.19713474911052797,4,0.8249348468753559,0,0.4008944953058645,0,0,0.22,2023,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
852.6223016645439,682.0980546105567,11.13972830024219,1.2734174390677508,0,0,0.2530692672732136,5,0.8591017263528862,0,0.40481389105424365,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
544.6280196942452,735.9871638649515,11.718197517761231,61.666667,0,0,1.0,54,0.082187540203113,0,0.3646117436425186,4,6,0.12,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1667.035780403708,1333.6331097697741,20.806509786797214,1388.888889,0,0,1.0,18,0.3298729362455052,1,0.6327580424858015,4,6,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1324.9110643808078,1059.9283680365502,16.80242834859523,1388.888889,0,1,0.8188986069543621,11,0.2500433512025151,0,0.7860980906113703,6,7,0.22,2025,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
401.0203343491828,401.0203343491828,6.721755678530128,3.401017045027582,1,1,0.911077146878476,78,0.08872991686124002,1,0.7516707202740728,3,6,0.03163988914832001,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
369.99918292354494,369.99918292354494,5.458400989824227,1.3604077589262396,1,0,0.9976481209169917,9,0.15352330918164003,0,0.6148170408203136,3,5,0.006817040820313669,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
133.09698868114663,133.09698868114663,2.9556595174471267,1111.111111,0,0,0.3245893357163105,298,0.336,0,0.166,0,0,0.25,2023,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
534.2381061267561,534.2381061267561,9.139426005264248,1111.111111,0,0,0.932326433691185,192,0.28651347236269986,0,0.2329246373761583,2,3,0.25,2023,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
327.7465126379268,262.19204365289164,4.62500627650592,5.4805876990906555,0,0,0.2694192818774668,4,0.892,0,0.407,0,0,0.0,2023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
147.52156782190397,199.35248969383048,4.276833183211744,822.222222,0,1,1.0,20,0.1610331936557687,0,0.6359618628028461,4,6,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
230.50068445709093,230.50068445709093,4.804483411361038,80.22587139768729,0,0,1.0,13,0.15424098814296217,0,0.6112712338112345,3,4,0.012678443296864864,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
244.73231859875696,195.7850860019733,4.065285569029236,1388.888889,0,0,0.692064748584968,5,0.4093997966409303,0,0.4765584476780292,3,4,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
460.42230937834205,460.42230937834205,7.706264762011255,11.59313631154433,0,0,1.0,12,0.2508799145538072,1,0.440490693542483,7,8,0.08813724050993464,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
569.1472147964179,455.32034713791046,7.7220633408955255,1.5327609431407743,0,0,0.9715060155223877,72,0.11747967092537323,2,0.7384103856716415,5,7,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.7396405865135,136.1345506659313,3.1717040551635747,61.666667,0,0,1.0,11,0.28891704861690537,0,0.6347645734485244,4,5,0.12,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
6923.992143972318,6263.352672281917,95.2047184191876,1241.3799133122243,0,0,0.9230003147525808,18,0.2519452161428412,0,0.7962967058443672,3,6,0.1327580780127916,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1134.1926993320878,1134.1926993320878,18.020191451895347,58.823529,0,0,0.9865437140736787,9,0.2064288429364709,0,0.7769058733635817,3,5,0.1,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1830.7525474052368,1830.7525474052368,28.124839616785444,24.637824294415175,0,0,1.0,17,0.20102198518459038,0,0.511401018733084,4,6,0.18221245102907097,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1001.6187581948255,1001.6187581948255,15.672008176295135,1111.111111,0,1,1.0,56,0.1543629326803884,0,0.4852154271021544,7,9,0.1592668299029028,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1001.6921328338607,1353.6387629321198,21.521770041070447,61.666667,0,1,0.8717831577680702,26,0.13490096548754277,1,0.7349077921082756,3,4,0.12,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
328.0985632453349,262.4728505962679,4.80235442019683,1.176683181088105,0,0,0.2302598069865372,4,0.892,0,0.407,0,0,0.0,2023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
431.1159792762666,450.9506333095703,8.152088000520195,1055.9724354093487,0,0,0.204063612174808,1004,0.8750228243236063,0,0.12154650096254778,2,2,0.20228383844951964,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
605.1377990935532,605.1377990935532,10.290859217458486,43.26801246688063,1,1,0.9319213486270169,21,0.21228816945754336,0,0.44079048191543974,6,7,0.1374091203391825,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1159.5275723615853,1159.5275723615853,18.936784321376745,6.843481429766926,0,0,1.0,27,0.05528052568199232,0,0.4646281549495022,3,6,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
459.1879965875735,620.5215626097103,10.065344329723674,61.666667,1,1,0.9213459704232556,10,0.09792445091039707,0,0.8248358089809881,4,7,0.12,2025,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
629.4252670769355,503.5343276881513,9.133323609334905,1388.888889,0,1,0.6264020103094623,28,0.041940719473415586,0,0.42688370617199645,5,7,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
3005.705942816958,3005.705942816958,45.76373328615215,34.11673515322314,0,0,0.878195506038306,34,0.19856500957936665,0,0.5753508588067454,5,7,0.11883365264555518,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
411.04357101266214,411.04357101266214,6.768763773424863,66.43234238340649,0,0,1.0,35,0.14918132099466036,1,0.6922087917009916,5,6,0.06895604149504218,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
794.9328826675005,794.9328826675005,12.390367343384474,54.126443465356616,0,0,0.9826042863984887,6,0.4202051036846808,0,0.5709168369346234,3,4,0.022591835846118485,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
764.7535758650691,611.8058335664232,10.26622065344123,1388.888889,1,0,0.9353399824965942,4,0.1305117386235083,0,0.718434010112437,3,6,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
258.3206646388941,258.3206646388941,3.8678501771627656,1111.111111,0,1,1.0,77,0.40040325483734657,1,0.37793051331029376,3,5,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1451.5544076712183,1451.5544076712183,21.924546950286018,58.823529,0,1,0.9928010709249867,7,0.3492706751671876,0,0.3589364085085805,5,6,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
3052.9081581139126,3052.9081581139126,47.70746682456622,1111.111111,0,0,0.9987378271721846,22,0.4871309883942725,1,0.7382621728278154,3,4,0.24230382422063793,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1243.2123276721231,1680.022650439081,25.650514946630487,59.353351895318625,0,1,1.0,67,0.4191802313206704,1,0.3913664713912947,3,4,0.10469460717392105,2025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
207.1888318510278,165.75171066683154,3.429031454697339,1.6034144233989247,0,0,0.20451764307040002,4,0.892,0,0.407,0,0,0.008064825116408166,2023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1259.9440672208002,1259.9440672208002,20.667219002383664,56.69761485995893,0,0,1.0,19,0.1879559674772991,1,0.762649478349888,6,8,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
104.64113494813141,83.72058774448075,2.531354221342142,1.005040392893324,0,0,0.20812342438984194,4,0.8871967896345232,0,0.407,0,0,0.0016010701218256013,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4469.628662992939,6040.037022055452,91.56156485285322,695.4679425800465,0,1,0.9883332416681636,59,0.18366616905574568,0,0.6521691350787353,3,5,0.019999214298545773,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
787.9270947778518,630.3436758222815,10.340516683573144,6.93647569409521,0,1,0.4910622890931654,6,0.6956071885550156,0,0.41530194183122787,0,1,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
359.0031567964314,359.0031567964314,6.898265697938777,58.823529,0,0,0.9641651716248784,5,0.34907503890068114,0,0.35418852402963835,3,6,0.09917414187560818,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2911.5017509872628,2329.19940078981,37.18716297845893,5.337133836422687,0,1,1.0,77,0.05593063494537932,0,0.588303673222094,5,6,0.0,2023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
802.4001584850212,1084.330061464494,17.28433053112346,61.666667,1,1,1.0,8,0.19373997409153865,0,0.5511368043911168,3,4,0.12,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
404.61306154104375,404.61306154104375,7.161922207286124,1111.111111,1,1,1.0,48,0.15969992228608487,1,0.8009156362566904,7,8,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
449.4821411429294,449.4821411429294,6.611091857748617,1.0164991863590533,1,1,0.9212900479189172,21,0.1651163597481096,1,0.7926007663062211,3,5,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
466.0272982052143,466.0272982052143,7.949645076763962,58.823529,0,1,0.9322193253368076,4,0.2077535863745647,0,0.41376691555292766,3,6,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1789.4194479592172,1530.625061438818,23.848839018390965,5.935004786904041,0,0,1.0,10,0.05805082816947684,0,0.650056916494713,4,6,0.059408183338096346,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
219.59667355698508,219.59667355698508,4.344207089295754,17.241379,0,0,0.957381034040352,25,0.2722765732607575,0,0.4918781095211324,4,7,0.10735007400076516,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
520.688707272469,520.688707272469,9.032442457932342,58.823529,0,1,0.9529291997476991,11,0.163676109874455,0,0.346683188312611,4,7,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
125.11439425729048,163.24264288672813,3.7930435935733096,54.031591553411545,0,0,0.94117267504189,276,0.2109750159594225,0,0.7229294743625725,3,6,0.10491607052356153,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
374.22891442134727,374.22891442134727,6.583241937728889,5.9718156024862985,1,0,0.9570466843508395,16,0.23595591233214788,0,0.7709862906593334,5,8,0.06291218762716069,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
301.5599098103086,301.5599098103086,5.641765587459171,58.823529,0,1,0.9857135986827589,25,0.2890718251313989,0,0.4086599546362984,3,5,0.07493613803992792,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
900.6783904479662,900.6783904479662,14.977518875604066,16.133949099881843,0,0,0.9181330182181175,19,0.1913178058284357,1,0.43741379437121075,5,6,0.18606132223155106,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
671.7727267484476,537.4233580944251,8.607535644827498,1388.888889,1,1,1.0,27,0.088930260149765,0,0.5927229537686889,4,6,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2180.438317345914,2180.438317345914,33.7323215232958,1111.111111,1,1,0.9720541950313766,11,0.13400768610203678,0,0.7642416618778463,6,7,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
214.25281738254344,214.25281738254344,4.148288096332842,5.124276641373643,1,1,0.8547577902551994,14,0.2464844194896012,0,0.6103919562942342,4,6,0.05078727171348743,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
344.1590240122311,465.0842516329699,7.480431791433378,61.666667,1,1,1.0,19,0.3145133820561981,1,0.5635391771048205,3,5,0.12,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1791.8415829712087,1791.8415829712087,27.827071389272334,46.54029026540108,0,1,1.0,22,0.4041815876509126,0,0.7547698456364076,4,6,0.12953969127281517,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
463.90511864663455,463.90511864663455,8.322483607314126,1111.111111,0,1,1.0,10,0.172583654305981,1,0.6497775293906636,5,8,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
219.4888810421236,219.4888810421236,3.5743669898534405,7.265731924817161,0,1,0.8415333485292614,11,0.342467191472789,1,0.6634059364968738,3,4,0.07715763451880733,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
604.623408113815,604.623408113815,10.472726557239648,75.29443241870297,1,1,0.9839286300092993,20,0.26496070715329517,0,0.35291098427072143,4,6,0.03279871426673599,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1730.450717250276,1384.3646954680598,21.437908409528575,1388.888889,1,1,1.0,10,0.06288175223978473,1,0.42968353261319736,5,6,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
82.94636502528758,82.94636502528758,2.52664730460585,12.07323937936715,0,0,0.7069063894800696,298,0.336,0,0.166,0,0,0.13664730460585006,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
241.93440051125506,241.93440051125506,5.189680053374054,72.54569365947862,0,0,1.0,8,0.1147503664583765,0,0.5383034465904497,3,4,0.044013568368483795,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1025.2060364265456,820.1678381095154,13.301016404935515,1388.888889,1,1,1.0,47,0.044967116310909806,1,0.8136061246329729,4,5,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
240.80246609084622,229.4570595029837,4.827374022003828,81.27999222281181,0,0,1.0,29,0.14013565840021874,1,0.6347259173698347,3,4,0.0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1286.140756511997,1286.140756511997,20.249656242819075,40.970840734268116,1,1,0.9543468305813565,10,0.11074179024553107,0,0.46851718785904617,5,6,0.14293353822669558,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1022.853443028931,1022.853443028931,15.813542791077733,12.499616999238242,0,1,1.0,38,0.3179867209143112,0,0.3649397674469964,7,8,0.01939767446996396,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1263.4281189673654,1263.4281189673654,20.48510816491448,58.823529,1,0,0.9831856571898674,14,0.1540084458177083,0,0.7138312344455492,6,8,0.02101792851266574,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
602.8053490678983,602.8053490678983,10.556400817630607,16.3960144082099,1,0,0.9051416890991327,22,0.1835319892324163,0,0.5007995911846964,5,6,0.18971662180173454,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
853.2767271674008,1153.0756052310035,19.573788937481265,61.666667,0,1,0.9905106152987571,28,0.254129397135807,0,0.6053410813827454,3,5,0.12,2025,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
406.6963419090609,429.37393554105796,7.098877522508262,59.385064692420215,0,1,1.0,249,0.34280863223996433,1,0.718661210803966,6,7,0.10395011211147834,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
